"","X.miRNA","means"
"1615","hsa-miR-515-5p",1
"1616","hsa-miR-516a-3p",0
"1617","hsa-miR-516a-5p",0
"1618","hsa-miR-516b-3p",0
"1619","hsa-miR-516b-5p",0
"1620","hsa-miR-517-5p",0
"1621","hsa-miR-517a-3p",0
"1622","hsa-miR-517b-3p",0
"1623","hsa-miR-517c-3p",0
"1624","hsa-miR-5186",0
"1625","hsa-miR-5187-3p",1
"1626","hsa-miR-5187-5p",0
"1627","hsa-miR-5188",0
"1628","hsa-miR-5189-3p",0
"1629","hsa-miR-5189-5p",0
"1630","hsa-miR-518a-3p",0
"1631","hsa-miR-518a-5p",0
"1632","hsa-miR-518b",0
"1633","hsa-miR-518c-3p",0
"1634","hsa-miR-518c-5p",0
"1635","hsa-miR-518d-3p",0
"1636","hsa-miR-518d-5p",0
"1637","hsa-miR-518e-3p",0
"1638","hsa-miR-518e-5p",0
"1639","hsa-miR-518f-3p",0
"1640","hsa-miR-518f-5p",0
"1641","hsa-miR-5190",0
"1642","hsa-miR-5191",0
"1643","hsa-miR-5192",0
"1644","hsa-miR-5193",0
"1645","hsa-miR-5194",0
"1646","hsa-miR-5195-3p",0
"1647","hsa-miR-5195-5p",0
"1648","hsa-miR-5196-3p",0
"1649","hsa-miR-5196-5p",0
"1650","hsa-miR-5197-3p",0
"1651","hsa-miR-5197-5p",0
"1652","hsa-miR-519a-2-5p",0
"1653","hsa-miR-519a-3p",0
"1654","hsa-miR-519a-5p",0
"1655","hsa-miR-519b-3p",0
"1656","hsa-miR-519b-5p",0
"1657","hsa-miR-519c-3p",0
"1658","hsa-miR-519c-5p",0
"1659","hsa-miR-519d-3p",0
"1660","hsa-miR-519d-5p",0
"1661","hsa-miR-519e-3p",0
"1662","hsa-miR-519e-5p",0
"1663","hsa-miR-520a-3p",0
"1664","hsa-miR-520a-5p",0
"1665","hsa-miR-520b-3p",0
"1666","hsa-miR-520b-5p",0
"1667","hsa-miR-520c-3p",0
"1668","hsa-miR-520c-5p",0
"1669","hsa-miR-520d-3p",0
"1670","hsa-miR-520d-5p",0
"1671","hsa-miR-520e-3p",0
"1672","hsa-miR-520e-5p",0
"1673","hsa-miR-520f-3p",0
"1674","hsa-miR-520f-5p",0
"1675","hsa-miR-520g-3p",0
"1676","hsa-miR-520g-5p",0
"1677","hsa-miR-520h",0
"1678","hsa-miR-521",0
"1679","hsa-miR-522-3p",0
"1680","hsa-miR-522-5p",0
"1681","hsa-miR-523-3p",0
"1682","hsa-miR-523-5p",0
"1683","hsa-miR-524-3p",0
"1684","hsa-miR-524-5p",0
"1685","hsa-miR-525-3p",0
"1686","hsa-miR-525-5p",0
"1687","hsa-miR-526a-3p",0
"1688","hsa-miR-526a-5p",0
"1689","hsa-miR-526b-3p",0
"1690","hsa-miR-526b-5p",0
"1691","hsa-miR-527",0
"1692","hsa-miR-532-3p",17
"1693","hsa-miR-532-5p",231
"1694","hsa-miR-539-3p",4
"1695","hsa-miR-539-5p",0
"1696","hsa-miR-541-3p",0
"1697","hsa-miR-541-5p",0
"1698","hsa-miR-542-3p",14
"1699","hsa-miR-542-5p",5
"1700","hsa-miR-543",10
"1701","hsa-miR-544a",0
"1702","hsa-miR-544b",0
"1703","hsa-miR-545-3p",3
"1704","hsa-miR-545-5p",1
"1705","hsa-miR-548a-3p",1
"1706","hsa-miR-548a-5p",0
"1707","hsa-miR-548aa",0
"1708","hsa-miR-548ab",0
"1709","hsa-miR-548ac",0
"1710","hsa-miR-548ad-3p",0
"1711","hsa-miR-548ad-5p",1.8
"1712","hsa-miR-548ae-3p",0
"1713","hsa-miR-548ae-5p",1.8
"1714","hsa-miR-548ag",0.5
"1715","hsa-miR-548ah-3p",3.5
"1716","hsa-miR-548ah-5p",0
"1717","hsa-miR-548ai",0
"1718","hsa-miR-548aj-3p",0
"1719","hsa-miR-548aj-5p",1
"1720","hsa-miR-548ak",0
"1721","hsa-miR-548al",0
"1722","hsa-miR-548am-3p",1
"1723","hsa-miR-548am-5p",7.66666666666667
"1724","hsa-miR-548an",0
"1725","hsa-miR-548ao-3p",0
"1726","hsa-miR-548ao-5p",0
"1727","hsa-miR-548ap-3p",0
"1728","hsa-miR-548ap-5p",1.5
"1729","hsa-miR-548aq-3p",3
"1730","hsa-miR-548aq-5p",1
"1731","hsa-miR-548ar-3p",0
"1732","hsa-miR-548ar-5p",0.75
"1733","hsa-miR-548as-3p",0
"1734","hsa-miR-548as-5p",0
"1735","hsa-miR-548at-3p",0
"1736","hsa-miR-548at-5p",0
"1737","hsa-miR-548au-3p",0
"1738","hsa-miR-548au-5p",6.25
"1739","hsa-miR-548av-3p",11.2
"1740","hsa-miR-548av-5p",37.5
"1741","hsa-miR-548aw",0
"1742","hsa-miR-548ax",0
"1743","hsa-miR-548ay-3p",0
"1744","hsa-miR-548ay-5p",3
"1745","hsa-miR-548az-3p",0
"1746","hsa-miR-548az-5p",0
"1747","hsa-miR-548b-3p",0
"1748","hsa-miR-548b-5p",1
"1749","hsa-miR-548ba",0
"1750","hsa-miR-548bb-3p",0
"1751","hsa-miR-548bb-5p",0
"1752","hsa-miR-548bc",9
"1753","hsa-miR-548c-3p",1
"1754","hsa-miR-548c-5p",7.66666666666667
"1755","hsa-miR-548d-3p",0
"1756","hsa-miR-548d-5p",4.5
"1757","hsa-miR-548e-3p",9
"1758","hsa-miR-548e-5p",8
"1759","hsa-miR-548f-3p",3.6
"1760","hsa-miR-548f-5p",1
"1761","hsa-miR-548g-3p",0
"1762","hsa-miR-548g-5p",1
"1763","hsa-miR-548h-3p",6
"1764","hsa-miR-548h-5p",7
"1765","hsa-miR-548i",1
"1766","hsa-miR-548j-3p",0
"1767","hsa-miR-548j-5p",2
"1768","hsa-miR-548k",75
"1769","hsa-miR-548l",1
"1770","hsa-miR-548m",0
"1771","hsa-miR-548n",0
"1772","hsa-miR-548o-3p",25
"1773","hsa-miR-548o-5p",7.66666666666667
"1774","hsa-miR-548p",4
"1775","hsa-miR-548q",2
"1776","hsa-miR-548s",8
"1777","hsa-miR-548t-3p",0
"1778","hsa-miR-548t-5p",0
"1779","hsa-miR-548u",1
"1780","hsa-miR-548v",0
"1781","hsa-miR-548w",4
"1782","hsa-miR-548x-3p",0
"1783","hsa-miR-548x-5p",1
"1784","hsa-miR-548y",0
"1785","hsa-miR-548z",6
"1786","hsa-miR-549a-3p",0
"1787","hsa-miR-549a-5p",1
"1788","hsa-miR-550a-3-5p",15
"1789","hsa-miR-550a-3p",8
"1790","hsa-miR-550a-5p",22
"1791","hsa-miR-550b-2-5p",0
"1792","hsa-miR-550b-3p",0
"1793","hsa-miR-551a",0
"1794","hsa-miR-551b-3p",0
"1795","hsa-miR-551b-5p",0
"1796","hsa-miR-552-3p",0
"1797","hsa-miR-552-5p",0
"1798","hsa-miR-553",0
"1799","hsa-miR-554",0
"1800","hsa-miR-555",0
"1801","hsa-miR-556-3p",0
"1802","hsa-miR-556-5p",1
"1803","hsa-miR-557",0
"1804","hsa-miR-5571-3p",0
"1805","hsa-miR-5571-5p",0
"1806","hsa-miR-5572",0
"1807","hsa-miR-5579-3p",1
"1808","hsa-miR-5579-5p",1
"1809","hsa-miR-558",0
"1810","hsa-miR-5580-3p",0
"1811","hsa-miR-5580-5p",0
"1812","hsa-miR-5581-3p",1
"1813","hsa-miR-5581-5p",0
"1814","hsa-miR-5582-3p",0
"1815","hsa-miR-5582-5p",0
"1816","hsa-miR-5583-3p",0
"1817","hsa-miR-5583-5p",0
"1818","hsa-miR-5584-3p",0
"1819","hsa-miR-5584-5p",0
"1820","hsa-miR-5585-3p",0
"1821","hsa-miR-5585-5p",0
"1822","hsa-miR-5586-3p",0
"1823","hsa-miR-5586-5p",0
"1824","hsa-miR-5587-3p",0
"1825","hsa-miR-5587-5p",0
"1826","hsa-miR-5588-3p",0
"1827","hsa-miR-5588-5p",0
"1828","hsa-miR-5589-3p",0
"1829","hsa-miR-5589-5p",0
"1830","hsa-miR-559",0
"1831","hsa-miR-5590-3p",0
"1832","hsa-miR-5590-5p",0
"1833","hsa-miR-5591-3p",0
"1834","hsa-miR-5591-5p",0
"1835","hsa-miR-561-3p",0
"1836","hsa-miR-561-5p",64
"1837","hsa-miR-562",0
"1838","hsa-miR-563",0
"1839","hsa-miR-564",0
"1840","hsa-miR-567",0
"1841","hsa-miR-568",0
"1842","hsa-miR-5680",0
"1843","hsa-miR-5681a",0
"1844","hsa-miR-5681b",0
"1845","hsa-miR-5682",0
"1846","hsa-miR-5683",1
"1847","hsa-miR-5684",0
"1848","hsa-miR-5685",0
"1849","hsa-miR-5687",0
"1850","hsa-miR-5688",0
"1851","hsa-miR-5689",0
"1852","hsa-miR-569",0
"1853","hsa-miR-5690",0
"1854","hsa-miR-5691",0
"1855","hsa-miR-5692a",0
"1856","hsa-miR-5692b",0
"1857","hsa-miR-5692c",0
"1858","hsa-miR-5693",0
"1859","hsa-miR-5694",0
"1860","hsa-miR-5695",1
"1861","hsa-miR-5696",0
"1862","hsa-miR-5697",0
"1863","hsa-miR-5698",0
"1864","hsa-miR-5699-3p",3
"1865","hsa-miR-5699-5p",1
"1866","hsa-miR-570-3p",0
"1867","hsa-miR-570-5p",0
"1868","hsa-miR-5700",7
"1869","hsa-miR-5701",0
"1870","hsa-miR-5702",1
"1871","hsa-miR-5703",0
"1872","hsa-miR-5704",0
"1873","hsa-miR-5705",0
"1874","hsa-miR-5706",1
"1875","hsa-miR-5707",0
"1876","hsa-miR-5708",0
"1877","hsa-miR-571",0
"1878","hsa-miR-572",0
"1879","hsa-miR-573",2
"1880","hsa-miR-5739",0
"1881","hsa-miR-574-3p",142
"1882","hsa-miR-574-5p",22
"1883","hsa-miR-575",0
"1884","hsa-miR-576-3p",18
"1885","hsa-miR-576-5p",38
"1886","hsa-miR-577",88
"1887","hsa-miR-578",0
"1888","hsa-miR-5787",0
"1889","hsa-miR-579-3p",0
"1890","hsa-miR-579-5p",1
"1891","hsa-miR-580-3p",2
"1892","hsa-miR-580-5p",0
"1893","hsa-miR-581",0
"1894","hsa-miR-582-3p",70
"1895","hsa-miR-582-5p",20
"1896","hsa-miR-583",0
"1897","hsa-miR-584-3p",2
"1898","hsa-miR-584-5p",871
"1899","hsa-miR-585-3p",0
"1900","hsa-miR-585-5p",0
"1901","hsa-miR-586",0
"1902","hsa-miR-587",0
"1903","hsa-miR-588",1
"1904","hsa-miR-589-3p",30
"1905","hsa-miR-589-5p",148
"1906","hsa-miR-590-3p",45
"1907","hsa-miR-590-5p",0
"1908","hsa-miR-591",0
"1909","hsa-miR-592",0
"1910","hsa-miR-593-3p",0
"1911","hsa-miR-593-5p",0
"1912","hsa-miR-595",0
"1913","hsa-miR-596",0
"1914","hsa-miR-597-3p",2
"1915","hsa-miR-597-5p",2
"1916","hsa-miR-598-3p",13
"1917","hsa-miR-598-5p",0
"1918","hsa-miR-599",0
"1919","hsa-miR-600",0
"1920","hsa-miR-601",0
"1921","hsa-miR-602",0
"1922","hsa-miR-603",0
"1923","hsa-miR-604",0
"1924","hsa-miR-605-3p",0
"1925","hsa-miR-605-5p",0
"1926","hsa-miR-606",0
"1927","hsa-miR-6068",0
"1928","hsa-miR-6069",0
"1929","hsa-miR-607",0
"1930","hsa-miR-6070",0
"1931","hsa-miR-6071",0
"1932","hsa-miR-6072",0
"1933","hsa-miR-6073",0
"1934","hsa-miR-6074",0
"1935","hsa-miR-6075",0
"1936","hsa-miR-6076",0
"1937","hsa-miR-6077",0
"1938","hsa-miR-6078",0
"1939","hsa-miR-6079",0
"1940","hsa-miR-608",0
"1941","hsa-miR-6080",0
"1942","hsa-miR-6081",0
"1943","hsa-miR-6082",0
"1944","hsa-miR-6083",0
"1945","hsa-miR-6084",0
"1946","hsa-miR-6085",0
"1947","hsa-miR-6086",0
"1948","hsa-miR-6088",0
"1949","hsa-miR-6089",0
"1950","hsa-miR-609",0
"1951","hsa-miR-6090",0
"1952","hsa-miR-610",0
"1953","hsa-miR-611",0
"1954","hsa-miR-612",0
"1955","hsa-miR-6124",0
"1956","hsa-miR-6125",0
"1957","hsa-miR-6126",0
"1958","hsa-miR-6127",0
"1959","hsa-miR-6128",0
"1960","hsa-miR-6129",0
"1961","hsa-miR-613",0
"1962","hsa-miR-6130",0
"1963","hsa-miR-6131",0
"1964","hsa-miR-6132",0
"1965","hsa-miR-6133",0
"1966","hsa-miR-6134",0
"1967","hsa-miR-614",0
"1968","hsa-miR-615-3p",87
"1969","hsa-miR-615-5p",25
"1970","hsa-miR-616-3p",1
"1971","hsa-miR-616-5p",1
"1972","hsa-miR-6165",0
"1973","hsa-miR-617",0
"1974","hsa-miR-618",0
"1975","hsa-miR-619-3p",0
"1976","hsa-miR-619-5p",3
"1977","hsa-miR-620",0
"1978","hsa-miR-621",0
"1979","hsa-miR-622",0
"1980","hsa-miR-623",0
"1981","hsa-miR-624-3p",0
"1982","hsa-miR-624-5p",0
"1983","hsa-miR-625-3p",25
"1984","hsa-miR-625-5p",47
"1985","hsa-miR-626",0
"1986","hsa-miR-627-3p",8
"1987","hsa-miR-627-5p",10
"1988","hsa-miR-628-3p",1
"1989","hsa-miR-628-5p",4
"1990","hsa-miR-629-3p",5
"1991","hsa-miR-629-5p",9
"1992","hsa-miR-630",0
"1993","hsa-miR-631",0
"1994","hsa-miR-632",0
"1995","hsa-miR-633",0
"1996","hsa-miR-634",0
"1997","hsa-miR-635",0
"1998","hsa-miR-636",0
"1999","hsa-miR-637",0
"2000","hsa-miR-638",0
"2001","hsa-miR-639",0
"2002","hsa-miR-640",0
"2003","hsa-miR-641",28
"2004","hsa-miR-642a-3p",2
"2005","hsa-miR-642a-5p",1
"2006","hsa-miR-642b-3p",0
"2007","hsa-miR-642b-5p",0
"2008","hsa-miR-643",1
"2009","hsa-miR-644a",0
"2010","hsa-miR-645",0
"2011","hsa-miR-646",0
"2012","hsa-miR-647",0
"2013","hsa-miR-648",0
"2014","hsa-miR-649",0
"2015","hsa-miR-6499-3p",0
"2016","hsa-miR-6499-5p",9
"2017","hsa-miR-650",0
"2018","hsa-miR-6500-3p",0
"2019","hsa-miR-6500-5p",0
"2020","hsa-miR-6501-3p",0
"2021","hsa-miR-6501-5p",0
"2022","hsa-miR-6502-3p",0
"2023","hsa-miR-6502-5p",0
"2024","hsa-miR-6503-3p",0
"2025","hsa-miR-6503-5p",0
"2026","hsa-miR-6504-3p",0
"2027","hsa-miR-6504-5p",0
"2028","hsa-miR-6505-3p",1
"2029","hsa-miR-6505-5p",0
"2030","hsa-miR-6506-3p",0
"2031","hsa-miR-6506-5p",0
"2032","hsa-miR-6507-3p",0
"2033","hsa-miR-6507-5p",0
"2034","hsa-miR-6508-3p",0
"2035","hsa-miR-6508-5p",0
"2036","hsa-miR-6509-3p",0
"2037","hsa-miR-6509-5p",0
"2038","hsa-miR-651-3p",1
"2039","hsa-miR-651-5p",6
"2040","hsa-miR-6510-3p",9
"2041","hsa-miR-6510-5p",0
"2042","hsa-miR-6511a-3p",1
"2043","hsa-miR-6511a-5p",0
"2044","hsa-miR-6511b-3p",1
"2045","hsa-miR-6511b-5p",0
"2046","hsa-miR-6512-3p",0
"2047","hsa-miR-6512-5p",0
"2048","hsa-miR-6513-3p",1
"2049","hsa-miR-6513-5p",3
"2050","hsa-miR-6514-3p",0
"2051","hsa-miR-6514-5p",1
"2052","hsa-miR-6515-3p",0
"2053","hsa-miR-6515-5p",1
"2054","hsa-miR-6516-3p",1
"2055","hsa-miR-6516-5p",1
"2056","hsa-miR-652-3p",49
"2057","hsa-miR-652-5p",1
"2058","hsa-miR-6529-3p",0
"2059","hsa-miR-6529-5p",0
"2060","hsa-miR-653-3p",0
"2061","hsa-miR-653-5p",0
"2062","hsa-miR-654-3p",93
"2063","hsa-miR-654-5p",0
"2064","hsa-miR-655-3p",0
"2065","hsa-miR-655-5p",0
"2066","hsa-miR-656-3p",1
"2067","hsa-miR-656-5p",0
"2068","hsa-miR-657",0
"2069","hsa-miR-658",0
"2070","hsa-miR-659-3p",0
"2071","hsa-miR-659-5p",7
"2072","hsa-miR-660-3p",1
"2073","hsa-miR-660-5p",77
"2074","hsa-miR-661",0
"2075","hsa-miR-662",0
"2076","hsa-miR-663a",0
"2077","hsa-miR-663b",0
"2078","hsa-miR-664a-3p",7
"2079","hsa-miR-664a-5p",2
"2080","hsa-miR-664b-3p",0
"2081","hsa-miR-664b-5p",0
"2082","hsa-miR-665",0
"2083","hsa-miR-668-3p",1
"2084","hsa-miR-668-5p",0
"2085","hsa-miR-670-3p",0
"2086","hsa-miR-670-5p",0
"2087","hsa-miR-671-3p",229
"2088","hsa-miR-671-5p",15
"2089","hsa-miR-6715a-3p",0
"2090","hsa-miR-6715b-3p",0
"2091","hsa-miR-6715b-5p",0
"2092","hsa-miR-6716-3p",2
"2093","hsa-miR-6716-5p",0
"2094","hsa-miR-6717-5p",0
"2095","hsa-miR-6718-5p",0
"2096","hsa-miR-6719-3p",0
"2097","hsa-miR-6720-3p",1
"2098","hsa-miR-6720-5p",1
"2099","hsa-miR-6721-5p",0
"2100","hsa-miR-6722-3p",0
"2101","hsa-miR-6722-5p",0
"2102","hsa-miR-6724-5p",2
"2103","hsa-miR-6726-3p",0
"2104","hsa-miR-6726-5p",0
"2105","hsa-miR-6727-3p",0
"2106","hsa-miR-6727-5p",0
"2107","hsa-miR-6728-3p",0
"2108","hsa-miR-6728-5p",0
"2109","hsa-miR-6729-3p",0
"2110","hsa-miR-6729-5p",0
"2111","hsa-miR-6730-3p",0
"2112","hsa-miR-6730-5p",0
"2113","hsa-miR-6731-3p",0
"2114","hsa-miR-6731-5p",0
"2115","hsa-miR-6732-3p",0
"2116","hsa-miR-6732-5p",0
"2117","hsa-miR-6733-3p",0
"2118","hsa-miR-6733-5p",0
"2119","hsa-miR-6734-3p",0
"2120","hsa-miR-6734-5p",0
"2121","hsa-miR-6735-3p",0
"2122","hsa-miR-6735-5p",0
"2123","hsa-miR-6736-3p",0
"2124","hsa-miR-6736-5p",0
"2125","hsa-miR-6737-3p",0
"2126","hsa-miR-6737-5p",0
"2127","hsa-miR-6738-3p",0
"2128","hsa-miR-6738-5p",0
"2129","hsa-miR-6739-3p",0
"2130","hsa-miR-6739-5p",0
"2131","hsa-miR-6740-3p",0
"2132","hsa-miR-6740-5p",1
"2133","hsa-miR-6741-3p",0
"2134","hsa-miR-6741-5p",0
"2135","hsa-miR-6742-3p",0
"2136","hsa-miR-6742-5p",0
"2137","hsa-miR-6743-3p",0
"2138","hsa-miR-6743-5p",0
"2139","hsa-miR-6744-3p",0
"2140","hsa-miR-6744-5p",0
"2141","hsa-miR-6745",0
"2142","hsa-miR-6746-3p",0
"2143","hsa-miR-6746-5p",0
"2144","hsa-miR-6747-3p",0
"2145","hsa-miR-6747-5p",0
"2146","hsa-miR-6748-3p",0
"2147","hsa-miR-6748-5p",0
"2148","hsa-miR-6749-3p",0
"2149","hsa-miR-6749-5p",0
"2150","hsa-miR-675-3p",0
"2151","hsa-miR-675-5p",0
"2152","hsa-miR-6750-3p",0
"2153","hsa-miR-6750-5p",0
"2154","hsa-miR-6751-3p",0
"2155","hsa-miR-6751-5p",0
"2156","hsa-miR-6752-3p",0
"2157","hsa-miR-6752-5p",0
"2158","hsa-miR-6753-3p",0
"2159","hsa-miR-6753-5p",0
"2160","hsa-miR-6754-3p",0
"2161","hsa-miR-6754-5p",0
"2162","hsa-miR-6755-3p",0
"2163","hsa-miR-6755-5p",0
"2164","hsa-miR-6756-3p",0
"2165","hsa-miR-6756-5p",0
"2166","hsa-miR-6757-3p",0
"2167","hsa-miR-6757-5p",0
"2168","hsa-miR-6758-3p",0
"2169","hsa-miR-6758-5p",0
"2170","hsa-miR-6759-3p",0
"2171","hsa-miR-6759-5p",0
"2172","hsa-miR-676-3p",0
"2173","hsa-miR-676-5p",0
"2174","hsa-miR-6760-3p",0
"2175","hsa-miR-6760-5p",0
"2176","hsa-miR-6761-3p",0
"2177","hsa-miR-6761-5p",0
"2178","hsa-miR-6762-3p",0
"2179","hsa-miR-6762-5p",0
"2180","hsa-miR-6763-3p",0
"2181","hsa-miR-6763-5p",0
"2182","hsa-miR-6764-3p",0
"2183","hsa-miR-6764-5p",0
"2184","hsa-miR-6765-3p",0
"2185","hsa-miR-6765-5p",0
"2186","hsa-miR-6766-3p",0
"2187","hsa-miR-6766-5p",0
"2188","hsa-miR-6767-3p",0
"2189","hsa-miR-6767-5p",1
"2190","hsa-miR-6768-3p",0
"2191","hsa-miR-6768-5p",0
"2192","hsa-miR-6769a-3p",0
"2193","hsa-miR-6769a-5p",0
"2194","hsa-miR-6769b-3p",0
"2195","hsa-miR-6769b-5p",0
"2196","hsa-miR-6770-3p",1
"2197","hsa-miR-6770-5p",0
"2198","hsa-miR-6771-3p",0
"2199","hsa-miR-6771-5p",0
"2200","hsa-miR-6772-3p",1
"2201","hsa-miR-6772-5p",0
"2202","hsa-miR-6773-3p",0
"2203","hsa-miR-6773-5p",0
"2204","hsa-miR-6774-3p",0
"2205","hsa-miR-6774-5p",0
"2206","hsa-miR-6775-3p",0
"2207","hsa-miR-6775-5p",0
"2208","hsa-miR-6776-3p",0
"2209","hsa-miR-6776-5p",0
"2210","hsa-miR-6777-3p",1
"2211","hsa-miR-6777-5p",0
"2212","hsa-miR-6778-3p",0
"2213","hsa-miR-6778-5p",0
"2214","hsa-miR-6779-3p",0
"2215","hsa-miR-6779-5p",0
"2216","hsa-miR-6780a-3p",0
"2217","hsa-miR-6780a-5p",1
"2218","hsa-miR-6780b-3p",0
"2219","hsa-miR-6780b-5p",0
"2220","hsa-miR-6781-3p",0
"2221","hsa-miR-6781-5p",0
"2222","hsa-miR-6782-3p",0
"2223","hsa-miR-6782-5p",0
"2224","hsa-miR-6783-3p",1
"2225","hsa-miR-6783-5p",0
"2226","hsa-miR-6784-3p",0
"2227","hsa-miR-6784-5p",0
"2228","hsa-miR-6785-3p",0
"2229","hsa-miR-6785-5p",0
"2230","hsa-miR-6786-3p",0
"2231","hsa-miR-6786-5p",0
"2232","hsa-miR-6787-3p",0
"2233","hsa-miR-6787-5p",0
"2234","hsa-miR-6788-3p",0
"2235","hsa-miR-6788-5p",0
"2236","hsa-miR-6789-3p",0
"2237","hsa-miR-6789-5p",0
"2238","hsa-miR-6790-3p",0
"2239","hsa-miR-6790-5p",0
"2240","hsa-miR-6791-3p",0
"2241","hsa-miR-6791-5p",0
"2242","hsa-miR-6792-3p",0
"2243","hsa-miR-6792-5p",0
"2244","hsa-miR-6793-3p",0
"2245","hsa-miR-6793-5p",0
"2246","hsa-miR-6794-3p",0
"2247","hsa-miR-6794-5p",0
"2248","hsa-miR-6795-3p",0
"2249","hsa-miR-6795-5p",0
"2250","hsa-miR-6796-3p",0
"2251","hsa-miR-6796-5p",0
"2252","hsa-miR-6797-3p",0
"2253","hsa-miR-6797-5p",0
"2254","hsa-miR-6798-3p",0
"2255","hsa-miR-6798-5p",0
"2256","hsa-miR-6799-3p",0
"2257","hsa-miR-6799-5p",0
"2258","hsa-miR-6800-3p",0
"2259","hsa-miR-6800-5p",0
"2260","hsa-miR-6801-3p",0
"2261","hsa-miR-6801-5p",0
"2262","hsa-miR-6802-3p",0
"2263","hsa-miR-6802-5p",0
"2264","hsa-miR-6803-3p",0
"2265","hsa-miR-6803-5p",0
"2266","hsa-miR-6804-3p",0
"2267","hsa-miR-6804-5p",0
"2268","hsa-miR-6805-3p",0
"2269","hsa-miR-6805-5p",0
"2270","hsa-miR-6806-3p",0
"2271","hsa-miR-6806-5p",0
"2272","hsa-miR-6807-3p",0
"2273","hsa-miR-6807-5p",0
"2274","hsa-miR-6808-3p",0
"2275","hsa-miR-6808-5p",0
"2276","hsa-miR-6809-3p",0
"2277","hsa-miR-6809-5p",0
"2278","hsa-miR-6810-3p",0
"2279","hsa-miR-6810-5p",0
"2280","hsa-miR-6811-3p",0
"2281","hsa-miR-6811-5p",0
"2282","hsa-miR-6812-3p",0
"2283","hsa-miR-6812-5p",0
"2284","hsa-miR-6813-3p",0
"2285","hsa-miR-6813-5p",0
"2286","hsa-miR-6814-3p",0
"2287","hsa-miR-6814-5p",0
"2288","hsa-miR-6815-3p",0
"2289","hsa-miR-6815-5p",0
"2290","hsa-miR-6816-3p",0
"2291","hsa-miR-6816-5p",0
"2292","hsa-miR-6817-3p",0
"2293","hsa-miR-6817-5p",0
"2294","hsa-miR-6818-3p",0
"2295","hsa-miR-6818-5p",0
"2296","hsa-miR-6819-3p",0
"2297","hsa-miR-6819-5p",0
"2298","hsa-miR-6820-3p",0
"2299","hsa-miR-6820-5p",0
"2300","hsa-miR-6821-3p",0
"2301","hsa-miR-6821-5p",0
"2302","hsa-miR-6822-3p",0
"2303","hsa-miR-6822-5p",0
"2304","hsa-miR-6823-3p",0
"2305","hsa-miR-6823-5p",0
"2306","hsa-miR-6824-3p",0
"2307","hsa-miR-6824-5p",0
"2308","hsa-miR-6825-3p",0
"2309","hsa-miR-6825-5p",0
"2310","hsa-miR-6826-3p",0
"2311","hsa-miR-6826-5p",1
"2312","hsa-miR-6827-3p",0
"2313","hsa-miR-6827-5p",0
"2314","hsa-miR-6828-3p",0
"2315","hsa-miR-6828-5p",0
"2316","hsa-miR-6829-3p",0
"2317","hsa-miR-6829-5p",0
"2318","hsa-miR-6830-3p",0
"2319","hsa-miR-6830-5p",0
"2320","hsa-miR-6831-3p",0
"2321","hsa-miR-6831-5p",0
"2322","hsa-miR-6832-3p",0
"2323","hsa-miR-6832-5p",0
"2324","hsa-miR-6833-3p",0
"2325","hsa-miR-6833-5p",0
"2326","hsa-miR-6834-3p",0
"2327","hsa-miR-6834-5p",0
"2328","hsa-miR-6835-3p",0
"2329","hsa-miR-6835-5p",0
"2330","hsa-miR-6836-3p",0
"2331","hsa-miR-6836-5p",0
"2332","hsa-miR-6837-3p",0
"2333","hsa-miR-6837-5p",0
"2334","hsa-miR-6838-3p",0
"2335","hsa-miR-6838-5p",0
"2336","hsa-miR-6839-3p",0
"2337","hsa-miR-6839-5p",0
"2338","hsa-miR-6840-3p",0
"2339","hsa-miR-6840-5p",0
"2340","hsa-miR-6841-3p",0
"2341","hsa-miR-6841-5p",0
"2342","hsa-miR-6842-3p",3
"2343","hsa-miR-6842-5p",0
"2344","hsa-miR-6843-3p",0
"2345","hsa-miR-6844",0
"2346","hsa-miR-6845-3p",0
"2347","hsa-miR-6845-5p",1
"2348","hsa-miR-6846-3p",0
"2349","hsa-miR-6846-5p",0
"2350","hsa-miR-6847-3p",0
"2351","hsa-miR-6847-5p",1
"2352","hsa-miR-6848-3p",0
"2353","hsa-miR-6848-5p",0
"2354","hsa-miR-6849-3p",0
"2355","hsa-miR-6849-5p",0
"2356","hsa-miR-6850-3p",0
"2357","hsa-miR-6850-5p",0
"2358","hsa-miR-6851-3p",0
"2359","hsa-miR-6851-5p",0
"2360","hsa-miR-6852-3p",0
"2361","hsa-miR-6852-5p",2
"2362","hsa-miR-6853-3p",0
"2363","hsa-miR-6853-5p",0
"2364","hsa-miR-6854-3p",0
"2365","hsa-miR-6854-5p",0
"2366","hsa-miR-6855-3p",0
"2367","hsa-miR-6855-5p",0
"2368","hsa-miR-6856-3p",0
"2369","hsa-miR-6856-5p",0
"2370","hsa-miR-6857-3p",0
"2371","hsa-miR-6857-5p",0
"2372","hsa-miR-6858-3p",0
"2373","hsa-miR-6858-5p",0
"2374","hsa-miR-6859-3p",0
"2375","hsa-miR-6859-5p",0
"2376","hsa-miR-6860",0
"2377","hsa-miR-6861-3p",0
"2378","hsa-miR-6861-5p",0
"2379","hsa-miR-6862-3p",1
"2380","hsa-miR-6862-5p",0
"2381","hsa-miR-6863",0
"2382","hsa-miR-6864-3p",0
"2383","hsa-miR-6864-5p",0
