"","SRR5116489.means","SRR5116490.means","SRR5116491.means","SRR5116492.means","SRR5116493.means","SRR5116494.means","SRR5116495.means","SRR5116496.means"
"hsa-miR-3925-5p",0,0,0,0,0,0,0,0
"hsa-miR-3926",0,0,0,0,0,0,0,0
"hsa-miR-3927-3p",0,0,1,0,0,0,2,1
"hsa-miR-3927-5p",0,0,0,0,0,0,0,0
"hsa-miR-3928-3p",0,1,1,1,0,1,0,0
"hsa-miR-3928-5p",0,0,0,0,0,0,1,0
"hsa-miR-3929",29,15,32,36,61,50,48,19
"hsa-miR-3934-3p",0,0,0,0,1,0,0,0
"hsa-miR-3934-5p",2,6,7,24,8,8,23,6
"hsa-miR-3935",3,6,5,16,11,9,30,16
"hsa-miR-3936",0,0,0,0,0,0,1,2
"hsa-miR-3937",0,0,0,0,0,0,0,0
"hsa-miR-3938",0,0,0,0,0,0,0,1
"hsa-miR-3939",0,0,1,1,0,0,0,1
"hsa-miR-3940-3p",0,0,2,3,0,1,2,1
"hsa-miR-3940-5p",0,0,0,0,0,0,1,3
"hsa-miR-3941",0,0,0,0,0,0,0,0
"hsa-miR-3942-3p",0,0,0,1,0,0,1,1
"hsa-miR-3942-5p",0,0,2,2,0,0,2,1
"hsa-miR-3943",0,0,0,0,0,0,0,0
"hsa-miR-3944-3p",0,0,0,0,0,0,0,1
"hsa-miR-3944-5p",0,0,0,0,0,0,0,0
"hsa-miR-3945",0,0,0,0,0,0,0,0
"hsa-miR-3960",0,0,0,0,0,0,0,0
"hsa-miR-3972",0,0,0,0,0,0,0,0
"hsa-miR-3973",0,0,0,0,0,0,0,0
"hsa-miR-3974",0,0,0,0,0,0,0,0
"hsa-miR-3975",0,0,0,0,0,0,0,0
"hsa-miR-3976",0,0,0,0,0,0,0,0
"hsa-miR-3977",0,0,0,0,0,0,0,0
"hsa-miR-3978",0,0,0,0,0,0,0,0
"hsa-miR-409-3p",4,71,5,209,26,161,53,69
"hsa-miR-409-5p",0,4,1,2,0,4,0,3
"hsa-miR-410-3p",4,47,1,84,17,52,18,34
"hsa-miR-410-5p",0,0,0,0,0,0,0,0
"hsa-miR-411-3p",0,3,2,3,1,5,3,2
"hsa-miR-411-5p",6,69,7,109,39,110,30,78
"hsa-miR-412-3p",0,0,0,0,0,0,0,0
"hsa-miR-412-5p",0,0,0,0,0,0,0,0
"hsa-miR-421",43,62,85,377,106,135,303,222
"hsa-miR-422a",2,0,0,1,1,1,1,0
"hsa-miR-423-3p",2216,2238,2388,7580,3106,3240,6860,2934
"hsa-miR-423-5p",1238,2590,1657,9000,2741,6635,6755,3679
"hsa-miR-424-3p",302,483,358,1491,410,474,752,409
"hsa-miR-424-5p",147,159,329,581,291,140,315,411
"hsa-miR-425-3p",11,11,19,35,36,34,64,46
"hsa-miR-425-5p",214,433,498,1345,590,769,1286,852
"hsa-miR-4251",0,0,0,0,0,0,0,0
"hsa-miR-4252",0,0,0,0,0,0,0,0
"hsa-miR-4253",0,0,0,0,0,0,0,0
"hsa-miR-4254",0,0,0,0,0,0,0,0
"hsa-miR-4255",0,0,0,0,0,0,0,0
"hsa-miR-4256",0,0,0,0,0,0,0,0
"hsa-miR-4257",0,0,0,0,0,0,0,0
"hsa-miR-4258",0,0,0,0,0,0,0,0
"hsa-miR-4259",0,0,0,0,0,0,0,0
"hsa-miR-4260",0,0,0,0,0,0,0,0
"hsa-miR-4261",0,0,0,0,0,0,0,0
"hsa-miR-4262",0,0,0,0,0,0,0,0
"hsa-miR-4263",0,0,0,0,0,0,0,0
"hsa-miR-4264",0,0,0,0,0,0,0,0
"hsa-miR-4265",0,0,0,0,0,0,0,0
"hsa-miR-4266",0,0,0,0,0,0,0,0
"hsa-miR-4267",0,0,0,0,0,0,0,0
"hsa-miR-4268",0,0,0,0,0,0,0,0
"hsa-miR-4269",0,0,0,0,0,0,0,0
"hsa-miR-4270",0,0,0,0,0,0,0,0
"hsa-miR-4271",0,0,0,0,0,0,0,0
"hsa-miR-4272",0,0,0,0,0,0,0,0
"hsa-miR-4273",0,0,0,0,0,0,0,0
"hsa-miR-4274",0,0,0,0,0,0,0,0
"hsa-miR-4275",0,0,0,0,0,0,0,0
"hsa-miR-4276",0,0,0,0,0,0,0,0
"hsa-miR-4277",0,0,0,0,0,0,0,0
"hsa-miR-4278",0,0,0,0,0,0,0,0
"hsa-miR-4279",0,0,0,0,0,0,0,0
"hsa-miR-4280",0,0,0,0,0,0,0,0
"hsa-miR-4281",0,0,0,0,0,0,0,0
"hsa-miR-4282",0,0,0,0,0,0,0,0
"hsa-miR-4283",0,0,0,0,0,0,0,0
"hsa-miR-4284",0,0,0,0,0,0,0,0
"hsa-miR-4285",0,0,0,0,0,0,0,0
"hsa-miR-4286",0,0,0,0,2,0,1,0
"hsa-miR-4287",0,0,0,0,0,0,0,0
"hsa-miR-4288",0,0,0,0,0,0,0,0
"hsa-miR-4289",0,0,0,0,0,0,0,0
"hsa-miR-429",202,178,350,672,502,273,741,397
"hsa-miR-4290",0,0,0,0,0,0,0,0
"hsa-miR-4291",0,0,0,0,0,0,0,0
"hsa-miR-4292",0,0,0,0,0,0,0,0
"hsa-miR-4293",0,0,0,0,0,0,0,0
"hsa-miR-4294",0,0,0,0,0,0,0,0
"hsa-miR-4295",0,0,0,0,0,0,0,0
"hsa-miR-4296",0,0,0,0,0,0,0,0
"hsa-miR-4297",0,0,0,0,0,0,0,0
"hsa-miR-4298",0,0,0,0,0,0,0,0
"hsa-miR-4299",0,0,0,0,0,0,0,0
"hsa-miR-4300",0,0,0,0,0,0,0,0
"hsa-miR-4301",0,0,0,0,0,0,0,0
"hsa-miR-4302",0,0,0,0,0,0,0,0
"hsa-miR-4303",0,0,0,0,0,0,0,0
"hsa-miR-4304",0,0,0,0,0,0,0,0
"hsa-miR-4305",0,0,0,0,0,0,0,0
"hsa-miR-4306",0,0,0,0,0,0,0,0
"hsa-miR-4307",0,0,0,0,0,0,0,0
"hsa-miR-4308",0,0,0,0,0,0,0,0
"hsa-miR-4309",0,0,0,0,0,0,0,0
"hsa-miR-431-3p",0,0,0,1,0,3,2,0
"hsa-miR-431-5p",0,13,1,27,1,23,2,14
"hsa-miR-4310",0,0,0,0,0,0,0,0
"hsa-miR-4311",0,0,0,0,0,0,0,0
"hsa-miR-4312",0,0,0,0,0,0,0,0
"hsa-miR-4313",0,0,0,0,0,0,0,0
"hsa-miR-4314",0,0,0,0,0,0,0,0
"hsa-miR-4315",0,0,0,0,0,0,0,0
"hsa-miR-4316",0,0,0,0,0,0,0,0
"hsa-miR-4317",0,0,0,0,0,0,0,0
"hsa-miR-4318",0,0,0,0,0,0,0,0
"hsa-miR-4319",0,0,0,0,0,0,0,0
"hsa-miR-432-3p",0,0,0,0,0,0,0,0
"hsa-miR-432-5p",0,14,2,27,0,13,4,4
"hsa-miR-4320",0,0,0,0,0,0,0,0
"hsa-miR-4321",0,0,0,0,0,0,0,0
"hsa-miR-4322",0,0,0,0,0,0,0,0
"hsa-miR-4323",0,0,0,0,0,0,0,0
"hsa-miR-4324",0,0,0,0,0,0,0,0
"hsa-miR-4325",0,0,0,0,0,0,0,0
"hsa-miR-4326",6,4,9,51,7,20,27,27
"hsa-miR-4327",0,0,0,0,0,0,0,0
"hsa-miR-4328",0,0,0,0,0,0,0,0
"hsa-miR-4329",0,0,0,0,0,0,0,0
"hsa-miR-433-3p",0,2,0,3,0,1,0,2
"hsa-miR-433-5p",0,0,0,0,0,0,0,1
"hsa-miR-4330",0,0,0,0,0,0,0,0
"hsa-miR-4418",0,0,0,0,0,0,0,0
"hsa-miR-4420",0,0,0,0,0,0,0,0
"hsa-miR-4421",0,0,0,0,0,0,0,0
"hsa-miR-4422",0,0,0,0,1,0,0,0
"hsa-miR-4423-3p",0,0,0,0,1,0,0,0
"hsa-miR-4423-5p",0,0,1,0,0,0,0,0
"hsa-miR-4424",0,0,0,0,0,0,0,0
"hsa-miR-4425",0,0,0,0,0,0,0,0
"hsa-miR-4426",0,0,0,0,0,0,0,0
"hsa-miR-4427",0,0,0,0,0,0,0,0
"hsa-miR-4428",0,0,0,0,0,0,0,0
"hsa-miR-4429",0,0,0,0,0,0,0,0
"hsa-miR-4430",0,0,0,0,0,0,0,0
"hsa-miR-4431",0,0,0,0,0,0,0,1
"hsa-miR-4432",0,0,0,0,0,0,0,0
"hsa-miR-4433a-3p",0,0,0,0,0,0,0,0
"hsa-miR-4433a-5p",0,0,0,0,0,0,0,0
"hsa-miR-4433b-3p",0,0,0,0,0,0,0,0
"hsa-miR-4433b-5p",0,0,0,0,0,0,0,0
"hsa-miR-4434",0,0,0,0,0,0,0,0
"hsa-miR-4435",0,0,1,6,1,6,12,6
"hsa-miR-4436a",0,0,0,0,0,0,0,0
"hsa-miR-4436b-3p",3,0,1,3,0,0,0,0
"hsa-miR-4436b-5p",0,2,0,1,0,0,0,0
"hsa-miR-4437",0,0,0,0,0,0,0,0
"hsa-miR-4438",0,0,0,0,0,0,0,0
"hsa-miR-4439",0,0,0,0,0,0,0,0
"hsa-miR-4440",0,0,0,0,0,0,0,0
"hsa-miR-4441",0,0,0,0,0,0,0,0
"hsa-miR-4442",0,0,0,0,0,0,0,0
"hsa-miR-4443",0,0,0,0,0,0,0,0
"hsa-miR-4444",0,0,0,0,0,0,0,0
"hsa-miR-4445-3p",0,0,0,0,0,0,0,0
"hsa-miR-4445-5p",0,0,0,0,0,0,0,0
"hsa-miR-4446-3p",0,0,0,0,0,0,0,0
"hsa-miR-4446-5p",0,0,0,0,0,0,0,0
"hsa-miR-4447",0,0,0,0,0,0,0,0
"hsa-miR-4448",0,0,0,4,0,1,3,2
"hsa-miR-4449",1,0,0,1,3,1,2,0
"hsa-miR-4450",0,0,0,0,0,0,0,0
"hsa-miR-4451",0,0,0,0,0,0,0,0
"hsa-miR-4452",0,0,0,0,0,0,0,0
"hsa-miR-4453",0,0,0,0,0,0,0,0
"hsa-miR-4454",0,3,3,5,2,2,3,1
"hsa-miR-4455",0,0,0,0,0,0,0,0
"hsa-miR-4456",0,0,0,0,0,0,0,0
"hsa-miR-4457",0,0,0,0,0,1,0,0
"hsa-miR-4458",1,0,0,0,0,0,0,0
"hsa-miR-4460",0,0,0,0,0,0,0,0
"hsa-miR-4462",0,0,0,0,0,0,0,0
"hsa-miR-4463",0,0,0,0,0,0,0,0
"hsa-miR-4464",0,0,0,0,0,0,0,0
"hsa-miR-4465",0,0,0,0,0,0,0,0
"hsa-miR-4466",0,0,1,3,1,0,1,2
"hsa-miR-4467",0,1,0,3,0,2,1,0
"hsa-miR-4468",0,0,0,0,0,0,0,0
"hsa-miR-4469",0,0,0,0,0,0,0,0
"hsa-miR-4470",0,0,0,0,0,0,0,0
"hsa-miR-4471",0,0,0,0,0,0,0,0
"hsa-miR-4472",0,0,0,0,0,0,0,0
"hsa-miR-4473",0,0,0,0,0,1,0,0
"hsa-miR-4474-3p",0,0,0,0,0,0,0,0
"hsa-miR-4474-5p",0,0,0,0,0,0,0,0
"hsa-miR-4475",0,0,0,0,0,0,1,0
"hsa-miR-4476",0,0,0,0,0,0,0,0
"hsa-miR-4477a",0,0,0,0,0,0,0,0
"hsa-miR-4477b",0,0,0,2,1,0,0,1
"hsa-miR-4478",0,0,0,0,0,0,0,0
"hsa-miR-4479",0,0,0,1,0,0,0,1
"hsa-miR-448",0,0,0,0,0,0,0,0
"hsa-miR-4480",0,0,0,0,0,0,0,0
"hsa-miR-4481",0,0,0,0,0,0,0,0
"hsa-miR-4482-3p",0,0,1,1,2,0,2,0
"hsa-miR-4482-5p",0,0,0,0,0,0,0,0
"hsa-miR-4483",0,0,0,0,0,0,0,0
"hsa-miR-4484",0,0,0,0,0,0,0,0
"hsa-miR-4485-3p",4,4,4,7,3,2,2,3
"hsa-miR-4485-5p",0,0,0,0,0,0,0,0
"hsa-miR-4486",0,0,0,0,0,0,0,0
"hsa-miR-4487",0,0,0,0,0,0,0,0
"hsa-miR-4488",0,0,0,0,0,0,0,0
"hsa-miR-4489",0,0,0,0,0,0,0,1
"hsa-miR-4490",0,0,0,0,0,0,0,0
"hsa-miR-4491",0,0,0,0,0,0,0,0
"hsa-miR-4492",0,0,0,0,0,0,0,0
"hsa-miR-4493",0,0,0,0,0,0,0,0
"hsa-miR-4494",0,0,0,0,0,0,0,0
"hsa-miR-4495",0,0,0,0,0,0,0,0
"hsa-miR-4496",0,0,0,0,0,0,0,0
"hsa-miR-4497",0,0,0,0,0,0,0,0
"hsa-miR-4498",0,0,0,1,0,1,0,0
"hsa-miR-4499",0,0,0,0,0,0,0,0
"hsa-miR-449a",0,0,0,0,0,1,0,2
"hsa-miR-449b-3p",0,0,0,0,0,0,0,0
"hsa-miR-449b-5p",0,0,0,0,1,1,1,1
"hsa-miR-449c-3p",0,0,0,0,0,0,0,0
"hsa-miR-449c-5p",0,2,0,3,0,3,2,1
"hsa-miR-4500",0,0,0,0,0,0,0,0
"hsa-miR-4501",0,0,0,0,0,0,0,0
"hsa-miR-4502",0,0,0,0,0,0,0,0
"hsa-miR-4503",0,0,0,0,0,1,0,0
"hsa-miR-4504",0,0,0,0,1,0,0,0
"hsa-miR-4505",0,0,0,0,0,0,0,0
"hsa-miR-4506",0,0,0,0,0,0,0,0
"hsa-miR-4507",0,0,0,0,0,0,1,0
"hsa-miR-4508",0,0,0,0,0,0,0,0
"hsa-miR-4509",0,0,0,0,0,0,0,0
"hsa-miR-450a-1-3p",0,0,0,0,0,0,0,0
"hsa-miR-450a-2-3p",1,0,1,0,1,0,0,2
"hsa-miR-450a-5p",4,1,15,50,15,15,43,28
"hsa-miR-450b-3p",0,0,0,0,0,0,0,0
"hsa-miR-450b-5p",12,6,32,81,33,28,47,59
"hsa-miR-4510",0,0,1,2,0,1,1,1
"hsa-miR-4511",0,0,0,1,0,1,3,2
"hsa-miR-4512",1,1,0,1,1,0,2,0
"hsa-miR-4513",0,0,0,0,0,0,0,0
"hsa-miR-4514",0,0,0,0,0,0,0,0
"hsa-miR-4515",0,0,0,0,0,0,0,0
"hsa-miR-4516",0,0,0,0,0,0,0,0
"hsa-miR-4517",0,4,3,15,8,6,16,5
"hsa-miR-4518",0,0,0,0,0,0,0,0
"hsa-miR-4519",0,0,0,0,0,0,0,0
"hsa-miR-451a",0,0,1,2,0,1,1,0
"hsa-miR-451b",0,0,0,0,0,0,0,0
"hsa-miR-452-3p",0,0,0,0,0,0,0,0
"hsa-miR-452-5p",49,63,102,168,92,58,162,107
"hsa-miR-4520-2-3p",1,2,3,1,2,1,2,0
"hsa-miR-4520-3p",1,4,7,5,6,1,2,2
"hsa-miR-4520-5p",0,0,0,0.5,0.5,0.5,0,0
"hsa-miR-4521",18,19,43,68,36,31,129,39
"hsa-miR-4522",0,0,0,0,0,0,0,0
"hsa-miR-4523",0,0,0,0,0,0,0,0
"hsa-miR-4524a-3p",0,0,0,0,0,0,0,0
"hsa-miR-4524a-5p",0,0,0,0,0,0,0,0
"hsa-miR-4524b-3p",0,0,0,0,0,0,0,0
"hsa-miR-4524b-5p",0,0,0,0,0,0,0,0
"hsa-miR-4525",0,0,0,0,0,0,0,0
"hsa-miR-4526",0,0,0,0,0,0,0,0
"hsa-miR-4527",0,0,0,0,0,0,0,0
"hsa-miR-4528",0,0,0,0,0,0,0,0
"hsa-miR-4529-3p",0,0,0,0,0,0,0,0
"hsa-miR-4529-5p",0,0,0,0,0,0,0,0
"hsa-miR-4530",0,0,0,0,0,0,0,0
"hsa-miR-4531",0,0,0,0,0,0,0,0
"hsa-miR-4533",0,0,0,0,0,0,0,0
"hsa-miR-4534",0,0,0,0,0,0,0,0
"hsa-miR-4535",0,0,0,0,0,0,0,0
"hsa-miR-4536-3p",0,0,0,0,0,0,0,0
"hsa-miR-4536-5p",0,0,1,0,0,0,0,0
"hsa-miR-4537",0,0,0,0,0,0,0,0
"hsa-miR-4538",0,0,0,0,0,0,0,0
"hsa-miR-4539",0,0,0,0,0,0,0,0
"hsa-miR-454-3p",33,41,53,235,109,117,231,125
"hsa-miR-454-5p",9,16,20,104,32,32,77,69
"hsa-miR-4540",0,0,0,0,0,0,0,0
"hsa-miR-455-3p",9,9,20,46,18,12,24,20
"hsa-miR-455-5p",60,47,42,183,87,76,145,72
"hsa-miR-4632-3p",0,0,0,0,0,0,0,0
"hsa-miR-4632-5p",0,0,0,0,0,0,0,0
"hsa-miR-4633-3p",0,0,1,0,0,0,0,0
"hsa-miR-4633-5p",0,0,0,0,0,0,0,0
"hsa-miR-4634",0,0,0,0,0,0,0,0
"hsa-miR-4635",0,0,0,0,0,0,0,0
"hsa-miR-4636",0,0,0,1,0,0,0,0
"hsa-miR-4637",0,0,0,0,0,0,0,0
"hsa-miR-4638-3p",0,0,3,2,1,0,0,1
"hsa-miR-4638-5p",0,1,0,0,0,0,0,0
"hsa-miR-4639-3p",0,0,0,0,0,0,0,0
"hsa-miR-4639-5p",0,0,0,0,0,0,0,0
"hsa-miR-4640-3p",1,1,1,2,1,0,0,0
"hsa-miR-4640-5p",0,1,0,0,1,0,1,0
"hsa-miR-4641",0,0,0,0,0,0,0,0
"hsa-miR-4642",0,0,0,0,0,0,1,0
"hsa-miR-4643",0,0,0,0,0,0,0,0
"hsa-miR-4644",0,0,0,0,0,0,0,0
"hsa-miR-4645-3p",0,0,0,0,2,0,0,0
"hsa-miR-4645-5p",0,0,0,0,0,0,0,0
"hsa-miR-4646-3p",0,0,0,0,0,0,0,0
"hsa-miR-4646-5p",0,0,0,0,0,0,0,0
"hsa-miR-4647",0,0,1,1,0,1,0,1
"hsa-miR-4648",0,0,0,0,0,0,0,0
"hsa-miR-4649-3p",0,0,0,0,0,0,0,0
"hsa-miR-4649-5p",0,0,0,0,0,0,0,0
"hsa-miR-4650-3p",0,0,0,0,0,0,0,0
"hsa-miR-4650-5p",0,0,0,0,0,0,0,0
"hsa-miR-4651",0,0,0,0,0,0,0,0
"hsa-miR-4652-3p",0,0,0,0,0,0,0,0
"hsa-miR-4652-5p",0,0,0,0,0,0,0,0
"hsa-miR-4653-3p",0,0,0,0,0,0,0,0
"hsa-miR-4653-5p",0,0,0,0,0,0,1,0
"hsa-miR-4654",0,0,0,0,0,0,0,0
"hsa-miR-4655-3p",0,0,0,0,0,0,0,0
"hsa-miR-4655-5p",0,0,0,0,0,0,0,0
"hsa-miR-4656",0,0,0,0,0,0,0,0
"hsa-miR-4657",0,0,1,1,0,0,0,0
"hsa-miR-4658",0,0,0,0,0,0,0,0
"hsa-miR-4659a-3p",1,0,0,2,2,1,0,1
"hsa-miR-4659a-5p",0,0,0,0,0,0,0,0
"hsa-miR-4659b-3p",1,0,0,0,0,0,0,0
"hsa-miR-4659b-5p",0,0,0,0,0,0,0,0
"hsa-miR-466",0,0,0,0,0,0,0,0
"hsa-miR-4660",0,0,0,1,0,0,0,0
"hsa-miR-4661-3p",0,1,0,1,0,0,0,0
"hsa-miR-4661-5p",0,2,5,11,2,4,1,6
"hsa-miR-4662a-3p",0,0,1,1,0,0,1,0
"hsa-miR-4662a-5p",6,2,4,4,7,3,12,3
"hsa-miR-4662b",0,0,0,0,0,0,0,0
"hsa-miR-4663",0,0,0,0,0,0,0,0
"hsa-miR-4664-3p",0,0,1,7,5,2,3,1
"hsa-miR-4664-5p",0,0,0,0,0,0,0,0
"hsa-miR-4665-3p",0,0,0,0,0,0,0,0
"hsa-miR-4665-5p",0,0,0,0,0,0,0,0
"hsa-miR-4666a-3p",0,0,0,0,0,0,0,0
"hsa-miR-4666a-5p",0,0,0,0,1,0,0,1
"hsa-miR-4666b",0,0,0,0,0,0,0,0
"hsa-miR-4667-3p",0,0,0,0,0,0,0,0
"hsa-miR-4667-5p",0,0,1,2,0,1,0,0
"hsa-miR-4668-3p",0,0,0,0,0,0,0,0
"hsa-miR-4668-5p",0,0,1,2,0,0,0,0
"hsa-miR-4669",0,0,0,0,1,0,0,0
"hsa-miR-4670-3p",0,0,0,0,0,0,0,0
"hsa-miR-4670-5p",0,0,0,0,0,0,0,0
"hsa-miR-4671-3p",2,1,5,7,3,2,7,4
"hsa-miR-4671-5p",0,0,0,3,0,2,1,2
"hsa-miR-4672",0,0,0,0,0,0,1,0
"hsa-miR-4673",0,0,0,0,0,1,0,0
"hsa-miR-4674",0,0,0,0,0,0,0,0
"hsa-miR-4675",0,0,0,0,0,0,0,0
"hsa-miR-4676-3p",1,0,0,0,0,0,0,0
"hsa-miR-4676-5p",0,0,0,0,0,0,1,0
"hsa-miR-4677-3p",4,1,4,22,10,15,18,30
"hsa-miR-4677-5p",0,0,0,1,1,0,2,1
"hsa-miR-4678",0,0,0,0,0,0,0,0
"hsa-miR-4679",0,0,0,0,0,0,0,0
"hsa-miR-4680-3p",0,0,0,0,0,0,0,0
"hsa-miR-4680-5p",0,0,0,0,0,0,0,0
"hsa-miR-4681",0,0,0,0,0,0,0,0
"hsa-miR-4682",0,1,0,0,0,0,1,0
"hsa-miR-4683",0,1,0,0,0,0,0,0
"hsa-miR-4684-3p",0,0,0,0,0,0,0,0
"hsa-miR-4684-5p",0,0,0,0,0,0,0,0
"hsa-miR-4685-3p",0,0,0,0,0,0,0,0
"hsa-miR-4685-5p",0,0,0,0,0,0,0,0
"hsa-miR-4686",0,0,0,0,0,0,0,0
"hsa-miR-4687-3p",0,0,0,0,0,0,0,0
"hsa-miR-4687-5p",0,0,0,0,0,0,0,0
"hsa-miR-4688",1,0,0,3,0,1,1,0
"hsa-miR-4689",0,0,0,0,0,0,1,0
"hsa-miR-4690-3p",0,0,0,0,0,0,0,1
"hsa-miR-4690-5p",0,0,0,1,0,1,0,0
"hsa-miR-4691-3p",0,0,0,0,0,0,1,0
"hsa-miR-4691-5p",0,0,0,0,0,0,0,0
"hsa-miR-4692",0,0,0,0,0,0,0,0
"hsa-miR-4693-3p",0,0,0,0,0,0,0,0
"hsa-miR-4693-5p",0,0,0,0,0,0,0,0
"hsa-miR-4694-3p",0,0,0,0,0,0,0,0
"hsa-miR-4694-5p",0,0,0,0,0,0,0,0
"hsa-miR-4695-3p",0,0,0,0,0,0,0,0
"hsa-miR-4695-5p",0,0,0,0,0,0,0,0
"hsa-miR-4696",0,0,0,0,0,0,0,0
"hsa-miR-4697-3p",2,1,1,0,0,1,1,0
"hsa-miR-4697-5p",0,0,0,0,0,0,0,0
"hsa-miR-4698",0,0,0,0,0,0,0,0
"hsa-miR-4699-3p",0,0,0,0,0,0,0,0
"hsa-miR-4699-5p",0,0,0,0,0,0,0,0
"hsa-miR-4700-3p",0,0,0,0,0,0,0,0
"hsa-miR-4700-5p",0,0,0,0,0,0,0,0
"hsa-miR-4701-3p",0,0,0,0,0,0,0,0
"hsa-miR-4701-5p",0,0,0,0,0,0,0,0
"hsa-miR-4703-3p",0,0,0,0,0,0,0,0
"hsa-miR-4703-5p",0,0,0,0,0,0,0,0
"hsa-miR-4704-3p",0,0,0,0,0,0,0,0
"hsa-miR-4704-5p",0,0,0,0,0,0,0,0
"hsa-miR-4705",0,0,0,0,0,0,0,0
"hsa-miR-4706",0,0,0,0,0,0,0,0
"hsa-miR-4707-3p",0,0,0,3,0,0,1,0
"hsa-miR-4707-5p",0,0,0,0,0,0,3,1
"hsa-miR-4708-3p",0,0,0,0,0,0,0,0
"hsa-miR-4708-5p",0,0,0,0,0,0,0,0
"hsa-miR-4709-3p",0,0,0,0,0,0,1,1
"hsa-miR-4709-5p",0,0,0,1,1,0,0,0
"hsa-miR-4710",0,0,0,0,0,0,0,0
"hsa-miR-4711-3p",0,0,0,0,0,0,0,0
"hsa-miR-4711-5p",0,0,0,0,0,0,0,0
"hsa-miR-4712-3p",0,0,0,0,0,0,0,0
"hsa-miR-4712-5p",0,0,0,0,0,0,0,0
"hsa-miR-4713-3p",0,0,0,0,0,0,0,0
"hsa-miR-4713-5p",0,0,0,0,0,0,0,0
"hsa-miR-4714-3p",0,0,0,0,0,1,0,0
"hsa-miR-4714-5p",0,0,0,0,0,0,0,0
"hsa-miR-4715-3p",0,0,0,0,0,0,0,0
"hsa-miR-4715-5p",0,0,0,0,0,0,0,0
"hsa-miR-4716-3p",0,0,0,0,0,0,0,0
"hsa-miR-4716-5p",0,0,0,0,0,0,0,0
"hsa-miR-4717-3p",0,0,0,0,0,1,1,0
"hsa-miR-4717-5p",0,0,0,0,0,0,0,0
"hsa-miR-4718",0,0,0,0,0,0,0,0
"hsa-miR-4719",0,0,0,0,0,0,0,0
"hsa-miR-4720-3p",0,0,0,0,0,0,0,0
"hsa-miR-4720-5p",0,1,0,0,0,0,0,0
"hsa-miR-4721",0,0,0,0,0,0,0,0
"hsa-miR-4722-3p",0,0,0,0,0,0,0,0
"hsa-miR-4722-5p",0,0,1,0,0,0,0,0
"hsa-miR-4723-3p",0,0,0,0,0,0,0,0
"hsa-miR-4723-5p",0,0,0,0,0,0,0,0
"hsa-miR-4724-3p",0,0,0,0,0,0,0,0
"hsa-miR-4724-5p",0,0,0,0,0,0,0,0
"hsa-miR-4725-3p",0,0,0,2,0,0,0,0
"hsa-miR-4725-5p",0,0,0,0,0,0,0,0
"hsa-miR-4726-3p",0,0,0,0,0,0,0,0
"hsa-miR-4726-5p",0,0,0,0,0,0,1,0
"hsa-miR-4727-3p",0,0,0,0,0,1,0,0
"hsa-miR-4727-5p",0,0,0,0,0,0,0,0
"hsa-miR-4728-3p",0,1,0,0,0,0,0,0
"hsa-miR-4728-5p",0,0,0,0,0,0,0,0
"hsa-miR-4729",0,0,0,0,0,0,0,0
"hsa-miR-4730",0,0,0,0,0,0,0,0
"hsa-miR-4731-3p",0,0,0,0,0,0,0,0
"hsa-miR-4731-5p",0,0,0,0,0,0,0,0
"hsa-miR-4732-3p",0,0,0,0,0,0,0,0
"hsa-miR-4732-5p",0,0,0,0,0,0,0,0
"hsa-miR-4733-3p",0,0,0,0,0,0,0,0
"hsa-miR-4733-5p",0,0,0,0,1,0,0,1
"hsa-miR-4734",0,0,0,0,0,0,0,0
"hsa-miR-4735-3p",0,0,0,0,0,0,0,0
"hsa-miR-4735-5p",0,0,0,0,0,0,0,0
"hsa-miR-4736",0,0,0,0,0,0,0,0
"hsa-miR-4737",0,0,0,0,0,0,0,0
"hsa-miR-4738-3p",0,1,0,0,0,2,1,1
"hsa-miR-4738-5p",0,0,0,0,0,0,0,0
"hsa-miR-4739",0,0,0,0,0,0,0,0
"hsa-miR-4740-3p",0,0,0,0,0,0,0,0
"hsa-miR-4740-5p",0,0,0,0,0,0,0,0
"hsa-miR-4741",0,1,0,1,0,1,2,0
"hsa-miR-4742-3p",0,0,0,1,2,1,3,0
"hsa-miR-4742-5p",0,0,0,0,0,1,0,0
"hsa-miR-4743-3p",0,0,0,0,1,0,0,0
"hsa-miR-4743-5p",0,0,0,0,0,0,0,0
"hsa-miR-4744",0,0,0,0,0,0,0,0
"hsa-miR-4745-3p",0,0,1,1,0,0,2,0
"hsa-miR-4745-5p",1,0,1,1,2,0,3,2
"hsa-miR-4746-3p",0,0,0,0,0,0,0,0
"hsa-miR-4746-5p",0,1,1,10,3,3,2,8
"hsa-miR-4747-3p",0,0,0,0,0,0,0,0
"hsa-miR-4747-5p",0,0,0,0,0,0,0,0
"hsa-miR-4748",0,0,0,0,0,0,0,0
"hsa-miR-4749-3p",0,0,0,0,0,0,0,0
"hsa-miR-4749-5p",0,0,0,0,0,0,0,0
"hsa-miR-4750-3p",0,0,0,0,0,0,0,0
"hsa-miR-4750-5p",0,0,0,0,0,0,0,0
"hsa-miR-4751",0,0,0,0,0,0,0,0
"hsa-miR-4752",0,0,0,0,0,0,0,0
"hsa-miR-4753-3p",0,0,0,0,0,0,0,0
"hsa-miR-4753-5p",0,0,0,0,0,0,0,0
"hsa-miR-4754",0,0,0,0,0,0,0,0
"hsa-miR-4755-3p",0,0,0,0,0,2,1,0
